"";"filename";"X3rd.Party.Name";"Attributes";"AttributesPublic";"AttributesStatic";"BaseTags";"Classes";"Comments.Loc";"ConsoleOutput";"CtorsMax";"CtorsMaxName";"EmptyCatches";"EmptyOrNoCatch";"F.Args";"F.Args.Name";"F.GodFnRloc";"F.Mccc";"F.Mccc.Name";"F.Mccc.1.F.RLoc";"F.Mccc.1.F.RLoc.Name";"F.Nl";"F.Nl.Name";"F.RLoc";"F.RLoc.Name";"F.RLoc10.";"F.RLoc100.";"F.RLoc20.";"F.RLoc200.";"F.RLoc50.";"FriendClasses";"Functions";"FunctionsPub";"FunctionsUncommented";"Hacks";"Includes";"IsGenerated";"Lines140.";"Loc";"Loc.Comment";"Loc.Outcommented";"Mccc";"Nl";"Nl0.";"Nl1.";"Nl1..";"Nl1.Mean";"Nl10.";"Nl10..";"Nl10.Mean";"Nl2.";"Nl2..";"Nl2.Mean";"Nl3.";"Nl3..";"Nl3.Mean";"NL4";"Nl4..";"Nl4.Mean";"Nl5.";"Nl5..";"Nl5.Mean";"NL6";"Nl6..";"Nl6.Mean";"Nl7.";"Nl7..";"Nl7.Mean";"Nl8.";"Nl8..";"Nl8.Mean";"Nl9.";"Nl9..";"Nl9.Mean";"NlMean";"RLoc";"Templates";"TestsDisabled";"Todos";"Try.Nl";"Trys";"Trys.w.o.catch";"Uncommented.Complexity";"NL4.rel";"filetype"
"2968";"lucene/analysis/common/src/java/org/apache/lucene/analysis/ar/ArabicNormalizationFilterFactory.java";"Apache licensed";0;0;0;NA;1;"0.473684210526";0;1;"ArabicNormalizationFilterFactory, line 38";0;0;1;"ArabicNormalizationFilterFactory, line 41";NA;2;"ArabicNormalizationFilterFactory, line 41";"0.333333333333";"ArabicNormalizationFilterFactory, line 41";1;"ArabicNormalizationFilterFactory, line 41";3;"ArabicNormalizationFilterFactory, line 41";0;0;0;0;0;NA;3;3;0;0;6;NA;0;57;27;5;2;1;5;1;"0.2";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.2";18;NA;0;0;0;0;0;0;0;"java"
"2969";"lucene/analysis/common/src/java/org/apache/lucene/analysis/ar/ArabicStemFilterFactory.java";"Apache licensed";0;0;0;NA;1;"0.549019607843";0;1;"ArabicStemFilterFactory, line 37";0;0;1;"ArabicStemFilterFactory, line 40";NA;2;"ArabicStemFilterFactory, line 40";"0.333333333333";"ArabicStemFilterFactory, line 40";1;"ArabicStemFilterFactory, line 40";3;"ArabicStemFilterFactory, line 40";0;0;0;0;0;NA;2;2;0;0;4;NA;0;51;28;6;2;1;4;1;"0.25";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.25";13;NA;0;0;0;0;0;0;0;"java"
"2970";"lucene/analysis/common/src/java/org/apache/lucene/analysis/el/GreekLowerCaseFilterFactory.java";"Apache licensed";0;0;0;NA;1;"0.465517241379";0;1;"GreekLowerCaseFilterFactory, line 38";0;0;1;"GreekLowerCaseFilterFactory, line 41";NA;2;"GreekLowerCaseFilterFactory, line 41";"0.333333333333";"GreekLowerCaseFilterFactory, line 41";1;"GreekLowerCaseFilterFactory, line 41";3;"GreekLowerCaseFilterFactory, line 41";0;0;0;0;0;NA;3;3;0;0;6;NA;0;58;27;5;2;1;5;1;"0.2";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.2";18;NA;0;0;0;0;0;0;0;"java"
"2971";"lucene/analysis/common/src/java/org/apache/lucene/analysis/el/GreekStemFilterFactory.java";"Apache licensed";0;0;0;NA;1;"0.549019607843";0;1;"GreekStemFilterFactory, line 37";0;0;1;"GreekStemFilterFactory, line 40";NA;2;"GreekStemFilterFactory, line 40";"0.333333333333";"GreekStemFilterFactory, line 40";1;"GreekStemFilterFactory, line 40";3;"GreekStemFilterFactory, line 40";0;0;0;0;0;NA;2;2;0;0;4;NA;0;51;28;6;2;1;4;1;"0.25";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.25";13;NA;0;0;0;0;0;0;0;"java"
"2973";"lucene/analysis/common/src/java/org/apache/lucene/analysis/el/GreekStemmer.java";"Apache licensed";0;0;0;NA;1;"0.0983606557377";0;0;"";0;0;3;"endsWith, line 793";NA;88;"rule21, line 668";"1.0";"rule20, line 660";2;"rule8, line 305";88;"rule21, line 668";20;0;8;0;2;NA;27;1;21;0;2;NA;0;854;84;0;398;2;513;205;"0.399610136452";"1.06341463415";0;"0.0";"0";13;"0.0253411306043";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.424951267057";592;NA;0;0;0;0;0;197;0;"java"
"2974";"lucene/analysis/common/src/java/org/apache/lucene/analysis/el/GreekAnalyzer.java";"Apache licensed";0;0;0;NA;2;"0.482456140351";0;2;"GreekAnalyzer, line 43";0;0;2;"normalize, line 109";NA;1;"";"0.0";"";0;"";6;"createComponents, line 99";0;0;0;0;0;NA;5;3;0;0;11;NA;0;114;55;0;1;0;12;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";40;NA;0;0;1;1;0;0;0;"java"
"2975";"lucene/analysis/common/src/java/org/apache/lucene/analysis/el/GreekStemFilter.java";"Apache licensed";0;0;0;NA;1;"0.492063492063";0;1;"GreekStemFilter, line 42";0;0;1;"GreekStemFilter, line 47";NA;3;"incrementToken, line 52";"0.285714285714";"incrementToken, line 52";2;"incrementToken, line 52";7;"incrementToken, line 52";0;0;0;0;0;NA;2;2;0;0;6;NA;0;63;31;0;3;2;8;5;"0.625";"1.4";0;"0.0";"0";2;"0.25";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.875";22;NA;0;0;0;0;0;0;0;"java"
"2976";"lucene/analysis/common/src/java/org/apache/lucene/analysis/el/GreekLowerCaseFilter.java";"Apache licensed";0;0;0;NA;1;"0.586206896552";0;1;"GreekLowerCaseFilter, line 29";0;0;1;"GreekLowerCaseFilter, line 37";NA;10;"lowerCase, line 56";"0.264705882353";"lowerCase, line 56";2;"incrementToken, line 42";34;"lowerCase, line 56";1;0;1;0;0;NA;3;2;1;0;4;NA;0;116;68;0;12;2;44;40;"0.909090909091";"1.05";0;"0.0";"0";2;"0.0454545454545";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.954545454545";55;NA;0;0;0;0;0;0;0;"java"
"2977";"lucene/analysis/common/src/java/org/apache/lucene/analysis/ngram/EdgeNGramTokenFilter.java";"Apache licensed";6;0;0;NA;1;"0.298245614035";0;1;"EdgeNGramTokenFilter, line 34";0;0;3;"EdgeNGramTokenFilter, line 57";24;7;"incrementToken, line 73";"0.285714285714";"EdgeNGramTokenFilter, line 57";4;"incrementToken, line 73";24;"incrementToken, line 73";1;0;1;0;0;NA;3;3;1;0;5;NA;0;114;34;0;9;4;34;25;"0.735294117647";"2.6";0;"0.0";"0";20;"0.588235294118";"3.0";17;"0.5";"3.17647058824";3;"0.0882352941176";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.91176470588";58;NA;0;0;0;0;0;0;0,0517241379310345;"java"
"2978";"lucene/analysis/common/src/java/org/apache/lucene/analysis/ngram/NGramFilterFactory.java";"Apache licensed";0;0;0;NA;1;"0.5";0;1;"NGramFilterFactory, line 36";0;0;1;"NGramFilterFactory, line 41";NA;2;"NGramFilterFactory, line 41";"0.2";"NGramFilterFactory, line 41";1;"NGramFilterFactory, line 41";5;"NGramFilterFactory, line 41";0;0;0;0;0;NA;2;2;0;0;4;NA;0;54;27;5;2;1;6;1;"0.166666666667";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.166666666667";17;NA;0;0;0;0;0;0;0;"java"
"2980";"lucene/analysis/common/src/java/org/apache/lucene/analysis/ngram/NGramTokenizerFactory.java";"Apache licensed";0;0;0;NA;1;"0.482142857143";0;1;"NGramTokenizerFactory, line 37";0;0;1;"NGramTokenizerFactory, line 42";NA;2;"NGramTokenizerFactory, line 42";"0.2";"NGramTokenizerFactory, line 42";1;"NGramTokenizerFactory, line 42";5;"NGramTokenizerFactory, line 42";0;0;0;0;0;NA;2;2;0;0;6;NA;0;56;27;4;2;1;6;1;"0.166666666667";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.166666666667";19;NA;0;0;0;0;0;0;0;"java"
"2981";"lucene/analysis/common/src/java/org/apache/lucene/analysis/ngram/EdgeNGramTokenizer.java";"Apache licensed";0;0;0;NA;1;"0.660714285714";0;2;"EdgeNGramTokenizer, line 31";0;0;3;"EdgeNGramTokenizer, line 52";NA;1;"";"0.0";"";0;"";1;"EdgeNGramTokenizer, line 41";0;0;0;0;0;NA;2;2;0;0;2;NA;0;56;37;0;1;0;2;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";10;NA;0;0;0;0;0;0;0;"java"
"2982";"lucene/analysis/common/src/java/org/apache/lucene/analysis/ngram/EdgeNGramFilterFactory.java";"Apache licensed";0;0;0;NA;1;"0.5";0;1;"EdgeNGramFilterFactory, line 36";0;0;1;"EdgeNGramFilterFactory, line 41";NA;2;"EdgeNGramFilterFactory, line 41";"0.2";"EdgeNGramFilterFactory, line 41";1;"EdgeNGramFilterFactory, line 41";5;"EdgeNGramFilterFactory, line 41";0;0;0;0;0;NA;2;2;0;0;4;NA;0;54;27;5;2;1;6;1;"0.166666666667";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.166666666667";17;NA;0;0;0;0;0;0;0;"java"
"2983";"lucene/analysis/common/src/java/org/apache/lucene/analysis/ngram/NGramTokenizer.java";"Apache licensed";10;0;0;NA;1;"0.324444444444";0;5;"NGramTokenizer, line 56";0;0;4;"NGramTokenizer, line 89";30;11;"incrementToken, line 128";"0.428571428571";"updateLastNonTokenChar, line 179";3;"incrementToken, line 128";30;"incrementToken, line 128";2;0;1;0;0;NA;12;6;1;0;8;NA;1;225;73;0;17;3;69;36;"0.521739130435";"1.61111111111";0;"0.0";"0";18;"0.260869565217";"2.22222222222";4;"0.0579710144928";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.840579710145";110;NA;0;0;0;0;0;0;0;"java"
"2984";"lucene/analysis/common/src/java/org/apache/lucene/analysis/ngram/EdgeNGramTokenizerFactory.java";"Apache licensed";0;0;0;NA;1;"0.490566037736";0;1;"EdgeNGramTokenizerFactory, line 35";0;0;1;"EdgeNGramTokenizerFactory, line 40";NA;2;"EdgeNGramTokenizerFactory, line 40";"0.2";"EdgeNGramTokenizerFactory, line 40";1;"EdgeNGramTokenizerFactory, line 40";5;"EdgeNGramTokenizerFactory, line 40";0;0;0;0;0;NA;2;2;0;0;4;NA;0;53;26;4;2;1;6;1;"0.166666666667";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.166666666667";17;NA;0;0;0;0;0;0;0;"java"
"2985";"lucene/analysis/common/src/java/org/apache/lucene/analysis/ngram/NGramTokenFilter.java";"Apache licensed";7;0;0;NA;1;"0.3203125";0;2;"NGramTokenFilter, line 42";0;0;3;"NGramTokenFilter, line 65";25;7;"incrementToken, line 89";"0.25";"NGramTokenFilter, line 65";3;"incrementToken, line 89";25;"incrementToken, line 89";1;0;1;0;0;NA;4;4;1;0;6;NA;0;128;41;0;9;3;36;26;"0.722222222222";"2.07692307692";0;"0.0";"0";20;"0.555555555556";"2.4";8;"0.222222222222";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.5";62;NA;0;0;0;0;0;0;0;"java"
"2986";"lucene/analysis/common/src/java/org/apache/lucene/analysis/synonym/WordnetSynonymParser.java";"Apache licensed";0;0;0;NA;1;"0.225225225225";0;1;"WordnetSynonymParser, line 37";0;0;3;"WordnetSynonymParser, line 40";NA;6;"addInternal, line 94";"0.555555555556";"addInternal, line 94";3;"parse, line 46";23;"parse, line 46";1;0;1;0;0;NA;4;2;1;0;8;NA;0;111;25;0;10;3;40;26;"0.65";"1.61538461538";0;"0.0";"0";12;"0.3";"2.33333333333";4;"0.1";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.05";56;NA;0;1;1;1;0;0;0;"java"
"2987";"lucene/analysis/common/src/java/org/apache/lucene/analysis/synonym/SynonymFilterFactory.java";"Apache licensed";1;0;0;NA;1;"0.285714285714";0;1;"SynonymFilterFactory, line 81";0;0;4;"loadSynonyms, line 161";20;8;"inform, line 127";"1.0";"create, line 120";3;"inform, line 127";20;"inform, line 127";3;0;1;0;0;NA;6;3;2;0;21;NA;1;210;60;5;17;3;70;37;"0.528571428571";"1.43243243243";0;"0.0";"0";13;"0.185714285714";"2.23076923077";3;"0.0428571428571";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.757142857143";110;NA;0;1;1;3;0;0;0;"java"
"2988";"lucene/analysis/common/src/java/org/apache/lucene/analysis/synonym/SynonymMap.java";"Apache licensed";4;0;0;NA;4;"0.25";0;1;"SynonymMap, line 48";0;0;5;"add, line 141";44;8;"build, line 213";"0.555555555556";"hasHoles, line 119";4;"build, line 213";44;"build, line 213";4;0;3;0;0;NA;11;8;2;0;22;NA;2;344;86;7;30;4;127;69;"0.543307086614";"1.49275362319";0;"0.0";"0";25;"0.196850393701";"2.36";8;"0.0629921259843";"3.125";1;"0.00787401574803";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.811023622047";178;NA;0;1;0;0;0;0;0,00561797752808989;"java"
"2989";"lucene/analysis/common/src/java/org/apache/lucene/analysis/synonym/SynonymGraphFilter.java";"Apache licensed";14;0;0;NA;3;"0.269165247019";0;1;"SynonymGraphFilter, line 81";0;0;4;"BufferedOutputToken, line 155";68;19;"parse, line 275";"0.264705882353";"parse, line 275";4;"parse, line 275";68;"parse, line 275";6;0;3;0;2;NA;12;5;1;0;18;NA;0;587;158;36;40;4;208;121;"0.581730769231";"1.57851239669";0;"0.0";"0";52;"0.25";"2.34615384615";17;"0.0817307692308";"3.05882352941";1;"0.00480769230769";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.918269230769";280;NA;0;3;0;0;0;0;0,00357142857142857;"java"
"2991";"lucene/analysis/common/src/java/org/apache/lucene/analysis/synonym/SynonymFilter.java";"Apache licensed";21;0;0;NA;3;"0.326186830015";0;1;"SynonymFilter, line 113";0;0;5;"add, line 207";65;16;"parse, line 320";"0.259259259259";"incrementToken, line 531";5;"parse, line 320";65;"parse, line 320";5;0;3;0;2;NA;15;10;3;0;18;NA;1;653;213;25;48;5;222;144;"0.648648648649";"2.38194444444";0;"0.0";"0";98;"0.441441441441";"3.0306122449";74;"0.333333333333";"3.36486486486";25;"0.112612612613";"4.08";2;"0.00900900900901";"5.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.54504504505";301;NA;0;4;0;0;0;0;0,0830564784053156;"java"
"2992";"lucene/analysis/common/src/java/org/apache/lucene/analysis/synonym/SynonymGraphFilterFactory.java";"Apache licensed";1;0;0;NA;1;"0.289215686275";0;1;"SynonymGraphFilterFactory, line 77";0;0;4;"loadSynonyms, line 157";20;8;"inform, line 123";"1.0";"create, line 116";3;"inform, line 123";20;"inform, line 123";3;0;1;0;0;NA;6;3;2;0;19;NA;1;204;59;5;17;3;69;36;"0.521739130435";"1.41666666667";0;"0.0";"0";12;"0.173913043478";"2.25";3;"0.0434782608696";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.739130434783";106;NA;0;1;1;3;0;0;0;"java"
"2993";"lucene/analysis/common/src/java/org/apache/lucene/analysis/synonym/SolrSynonymParser.java";"Apache licensed";0;0;0;NA;1;"0.288043478261";0;1;"SolrSynonymParser, line 58";0;0;3;"SolrSynonymParser, line 61";32;16;"addInternal, line 80";"0.46875";"addInternal, line 80";6;"addInternal, line 80";32;"addInternal, line 80";3;0;1;0;0;NA;5;2;2;0;9;NA;0;184;53;0;26;6;72;56;"0.777777777778";"2.125";0;"0.0";"0";39;"0.541666666667";"2.61538461538";16;"0.222222222222";"3.5";5;"0.0694444444444";"4.6";2;"0.0277777777778";"5.5";1;"0.0138888888889";"6.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.65277777778";90;NA;0;1;1;1;0;0;0,0555555555555556;"java"
"2994";"lucene/analysis/common/src/java/org/apache/lucene/analysis/snowball/SnowballPorterFilterFactory.java";"Apache licensed";2;0;0;NA;1;"0.344827586207";0;1;"SnowballPorterFilterFactory, line 45";0;0;1;"SnowballPorterFilterFactory, line 54";NA;2;"SnowballPorterFilterFactory, line 54";"0.25";"inform, line 64";1;"SnowballPorterFilterFactory, line 54";8;"create, line 74";0;0;0;0;0;NA;3;3;0;0;10;NA;0;87;30;6;4;1;17;4;"0.235294117647";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.235294117647";39;NA;0;0;1;1;0;0;0;"java"
"2996";"lucene/analysis/common/src/java/org/apache/lucene/analysis/snowball/SnowballFilter.java";"Apache licensed";0;0;0;NA;1;"0.481481481481";0;2;"SnowballFilter, line 52";0;0;2;"SnowballFilter, line 59";NA;4;"incrementToken, line 89";"0.2";"incrementToken, line 89";2;"incrementToken, line 89";15;"incrementToken, line 89";1;0;0;0;0;NA;3;3;0;0;8;NA;0;108;52;0;4;2;24;17;"0.708333333333";"1.58823529412";0;"0.0";"0";10;"0.416666666667";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.125";41;NA;0;0;1;1;0;0;0;"java"
"2997";"lucene/analysis/common/src/java/org/apache/lucene/analysis/hi/HindiStemmer.java";"Apache licensed";0;0;0;NA;1;"0.247933884298";0;0;"";0;0;2;"stem, line 32";NA;73;"stem, line 32";"0.986301369863";"stem, line 32";0;"";73;"stem, line 32";1;0;1;0;1;NA;1;1;1;0;1;NA;0;121;30;0;73;0;73;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";77;NA;0;0;0;0;0;62;0;"java"
"2998";"lucene/analysis/common/src/java/org/apache/lucene/analysis/hi/HindiAnalyzer.java";"Apache licensed";0;0;0;NA;2;"0.446043165468";0;3;"HindiAnalyzer, line 38";0;0;2;"HindiAnalyzer, line 82";NA;2;"createComponents, line 117";"0.1";"createComponents, line 117";0;"";10;"createComponents, line 117";1;0;0;0;0;NA;6;4;0;0;13;NA;0;139;62;1;2;0;21;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";54;NA;0;0;1;1;0;0;0;"java"
"3000";"lucene/analysis/common/src/java/org/apache/lucene/analysis/hi/HindiStemFilterFactory.java";"Apache licensed";0;0;0;NA;1;"0.54";0;1;"HindiStemFilterFactory, line 36";0;0;1;"HindiStemFilterFactory, line 39";NA;2;"HindiStemFilterFactory, line 39";"0.333333333333";"HindiStemFilterFactory, line 39";1;"HindiStemFilterFactory, line 39";3;"HindiStemFilterFactory, line 39";0;0;0;0;0;NA;2;2;0;0;4;NA;0;50;27;5;2;1;4;1;"0.25";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.25";13;NA;0;0;0;0;0;0;0;"java"
"3001";"lucene/analysis/common/src/java/org/apache/lucene/analysis/hi/HindiNormalizer.java";"Apache licensed";0;0;0;NA;1;"0.276243093923";0;0;"";0;0;2;"normalize, line 49";117;38;"normalize, line 49";"0.316239316239";"normalize, line 49";3;"normalize, line 49";117;"normalize, line 49";1;1;1;0;1;NA;1;1;0;0;1;NA;0;181;50;0;38;3;117;115;"0.982905982906";"2.00869565217";0;"0.0";"0";114;"0.974358974359";"2.01754385965";2;"0.017094017094";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.97435897436";121;NA;0;0;0;0;0;3;0;"java"
"3002";"lucene/analysis/common/src/java/org/apache/lucene/analysis/hi/HindiNormalizationFilter.java";"Apache licensed";0;0;0;NA;1;"0.474576271186";0;1;"HindiNormalizationFilter, line 39";0;0;1;"HindiNormalizationFilter, line 45";NA;3;"incrementToken, line 50";"0.333333333333";"incrementToken, line 50";1;"incrementToken, line 50";6;"incrementToken, line 50";0;0;0;0;0;NA;2;2;0;0;6;NA;0;59;28;0;3;1;7;4;"0.571428571429";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.571428571429";21;NA;0;0;0;0;0;0;0;"java"
"3003";"lucene/analysis/common/src/java/org/apache/lucene/analysis/hi/HindiStemFilter.java";"Apache licensed";0;0;0;NA;1;"0.387755102041";0;1;"HindiStemFilter, line 30";0;0;1;"HindiStemFilter, line 35";NA;3;"incrementToken, line 40";"0.333333333333";"incrementToken, line 40";1;"incrementToken, line 40";6;"incrementToken, line 40";0;0;0;0;0;NA;2;2;0;0;5;NA;0;49;19;0;3;1;7;4;"0.571428571429";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.571428571429";20;NA;0;0;0;0;0;0;0;"java"
"3004";"lucene/analysis/common/src/java/org/apache/lucene/analysis/hi/HindiNormalizationFilterFactory.java";"Apache licensed";0;0;0;NA;1;"0.473684210526";0;1;"HindiNormalizationFilterFactory, line 38";0;0;1;"HindiNormalizationFilterFactory, line 41";NA;2;"HindiNormalizationFilterFactory, line 41";"0.333333333333";"HindiNormalizationFilterFactory, line 41";1;"HindiNormalizationFilterFactory, line 41";3;"HindiNormalizationFilterFactory, line 41";0;0;0;0;0;NA;3;3;0;0;6;NA;0;57;27;5;2;1;5;1;"0.2";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.2";18;NA;0;0;0;0;0;0;0;"java"
"3005";"lucene/analysis/common/src/java/org/apache/lucene/analysis/charfilter/MappingCharFilter.java";"Apache licensed";3;0;0;NA;1;"0.257894736842";0;1;"MappingCharFilter, line 39";0;0;3;"read, line 179";48;17;"read, line 76";"0.428571428571";"read, line 179";6;"read, line 76";48;"read, line 76";1;0;1;0;0;NA;4;4;1;0;9;NA;0;190;49;3;21;6;67;53;"0.791044776119";"3.05660377358";0;"0.0";"0";40;"0.597014925373";"3.725";29;"0.432835820896";"4.37931034483";22;"0.328358208955";"4.81818181818";13;"0.194029850746";"5.38461538462";5;"0.0746268656716";"6.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"2.41791044776";94;NA;0;1;0;0;0;0;0,234042553191489;"java"
